"","avgScore15","avgFG15","avgTP15","avgFT15","avgRB15","avgASS15","avgTO15","avgSTL15","avgBL15","avgPF15","GP15"
"7",65.5,22.0625,6.15625,15.21875,45.65625,10.4375,11.6875,5.65625,1.625,16.5,1
"12",76.4411764705882,26.7058823529412,5.05882352941176,17.9705882352941,56.7058823529412,14.2058823529412,11.2058823529412,7.17647058823529,3.58823529411765,17.9117647058824,4
"16",78.0294117647059,27.4117647058824,6.67647058823529,16.5294117647059,55.0294117647059,16.1470588235294,11.7352941176471,7.76470588235294,4.76470588235294,18.9705882352941,2
"24",69.125,23.9375,7,14.25,29.5625,14.40625,12.375,8.03125,3.84375,16.71875,1
"25",73.7741935483871,25.7741935483871,9.87096774193548,12.3548387096774,39.7096774193548,15.1935483870968,13.741935483871,6.35483870967742,1.96774193548387,16.4516129032258,1
"29",69.8709677419355,24.1935483870968,8.70967741935484,12.7741935483871,4.54838709677419,11.7096774193548,10.2258064516129,5.96774193548387,2.32258064516129,17.2258064516129,1
"38",75,25.53125,6.03125,17.90625,35.78125,13.15625,11.28125,7.625,4.03125,18.40625,1
"39",69.5625,24.28125,5.75,15.25,42.0625,11.5,11.375,6.375,2.9375,17.625,2
"40",81.84375,27.1875,8.21875,19.25,46.96875,16.25,11.5625,7.125,2.875,20.53125,1
"53",62.375,22.375,5.03125,12.59375,35.59375,11.875,12.78125,6.5625,5.4375,14.65625,2
"57",70.4827586206897,24.2068965517241,6.68965517241379,15.3793103448276,37.3793103448276,11.2413793103448,11.5172413793103,6.31034482758621,3.31034482758621,16.8275862068966,1
"72",79.1666666666667,28.1333333333333,10.7333333333333,12.1666666666667,52.7333333333333,17.1333333333333,9.63333333333333,5.43333333333333,2.86666666666667,18.7,1
"73",68.2121212121212,22.7272727272727,6.45454545454545,16.3030303030303,46.7575757575758,13.8181818181818,11.4848484848485,6.96969696969697,2.54545454545455,15.9090909090909,3
"81",80.6060606060606,28.6060606060606,7.57575757575758,15.8181818181818,58.5757575757576,15.5151515151515,11.2424242424242,7.18181818181818,3.75757575757576,16,6
