"","avgScore08","avgFG08","avgTP08","avgFT08","avgRB08","avgASS08","avgTO08","avgSTL08","avgBL08","avgPF08","GP08"
"10",65.09375,21.15625,7.84375,14.9375,32.75,11.90625,13.625,4.59375,2.625,17.53125,1
"12",71.5625,24.71875,6.59375,15.53125,33.375,15.34375,12.21875,5.625,3.59375,16.5,1
"16",73.6363636363636,26.7272727272727,5.87878787878788,14.3030303030303,38.7878787878788,14.5454545454545,15.4545454545455,7,5.3030303030303,18.969696969697,2
"22",74.5882352941177,24.6470588235294,7.85294117647059,17.4411764705882,30.9411764705882,14.4411764705882,12.7352941176471,9.73529411764706,2.17647058823529,17.5588235294118,1
"24",80.7333333333333,27.9,8.43333333333333,16.5,36.1666666666667,11.9333333333333,12.6,7.36666666666667,4.4,20.9,1
"25",79.3125,27.1875,10.46875,14.46875,19.9375,17.09375,14.90625,8.4375,1.84375,18.5625,1
"29",81.21875,28.84375,8.125,15.40625,51.84375,17.46875,15.6875,6.09375,2.375,17.75,1
"39",68.34375,22.71875,9.21875,13.6875,50,13,10.25,6.28125,2.53125,16.9375,2
"40",74.0588235294118,25.9411764705882,8.17647058823529,14,41.7941176470588,16.8823529411765,14.2647058823529,5.91176470588235,3.91176470588235,17.7352941176471,1
"55",79.1875,29.5,8,12.1875,43,15.8125,14.75,9.8125,5.59375,19.21875,1
"63",77.71875,26.34375,5.15625,19.875,54.28125,14.8125,13.59375,5.75,8.78125,15.21875,1
"64",59.1470588235294,20.5882352941176,4.08823529411765,13.8823529411765,29.4411764705882,9.41176470588235,14.6176470588235,7.02941176470588,2.05882352941176,18.7941176470588,1
"65",76.6153846153846,27.1153846153846,7.92307692307692,14.4615384615385,35.9615384615385,14.8846153846154,13.9230769230769,5.92307692307692,2.88461538461538,18.4230769230769,1
"68",82.4838709677419,29.741935483871,8.61290322580645,14.3870967741935,39.8387096774194,15.4193548387097,13.4193548387097,8.83870967741935,1.45161290322581,18.8709677419355,1
"72",77.3225806451613,28.6451612903226,8.7741935483871,11.258064516129,55.3548387096774,16.7741935483871,12.1935483870968,7.96774193548387,3.29032258064516,18.1612903225806,4
"79",72.2666666666667,24.3666666666667,9.13333333333333,14.4,56.5333333333333,14.4333333333333,11.4333333333333,7.16666666666667,2.4,14.5666666666667,1
"81",84.125,28.75,9.28125,17.34375,49.28125,15.03125,13.59375,8.6875,4,19.15625,2
"106",69.8787878787879,24.4848484848485,6.12121212121212,14.7878787878788,43.8787878787879,13.2424242424242,11.969696969697,5.57575757575758,3.21212121212121,15.4848484848485,1
"107",69.71875,25.09375,7.84375,11.6875,51.46875,15.6875,13.21875,7.125,4.9375,17.53125,2
"108",67.875,24.5625,5.96875,12.78125,27.34375,11.53125,14.75,6.71875,3.4375,18.0625,1
"111",76.5,27,6.5,16,48.71875,14.53125,14.1875,7.5625,4.78125,17.65625,1
"131",75.125,25.34375,6.59375,17.84375,38.53125,13.1875,13.71875,7.03125,3.8125,17.21875,1
"142",81.1818181818182,29.4545454545455,6.78787878787879,15.4848484848485,60.8484848484849,18.4848484848485,12.9090909090909,9,6.12121212121212,17.4242424242424,6
"143",78.7666666666667,27.9,6.63333333333333,16.3333333333333,42.9666666666667,15.7333333333333,15.1666666666667,7.66666666666667,3.63333333333333,20.1,2
"145",69.2352941176471,24.0588235294118,5.79411764705882,15.3235294117647,50.4705882352941,14,14.5882352941176,8.52941176470588,3.91176470588235,18.7941176470588,1
"146",68.6,23.7333333333333,5.8,15.3333333333333,30.7666666666667,12.7333333333333,15.9333333333333,6.73333333333333,4.8,18.7333333333333,1
"157",71.9375,25.5,7.53125,13.40625,50.78125,14.8125,13.25,8.09375,4.90625,18.1875,4
"166",75.90625,26.5,7.15625,15.75,39.46875,15.125,13.25,9.46875,3.84375,20.9375,2
"172",79.6764705882353,28.7647058823529,7.94117647058824,14.2058823529412,61.9117647058824,16.0294117647059,12.2058823529412,8.70588235294118,6.08823529411765,17.4411764705882,6
"174",73.8064516129032,25.0322580645161,6.7741935483871,16.9677419354839,26.4516129032258,12.8387096774194,13.1935483870968,5.7741935483871,4.67741935483871,18.6774193548387,2
"177",71.3030303030303,26.3333333333333,4.96969696969697,13.6666666666667,47.8787878787879,17.6363636363636,13.6666666666667,6.09090909090909,4.36363636363636,18.1818181818182,3
"180",73.09375,26.09375,6.96875,13.9375,51.875,13.21875,15.28125,6,7.9375,16.5625,2
"190",61.0333333333333,20.9,4.6,14.6333333333333,35.2333333333333,11,14.3666666666667,5.7,2.66666666666667,17.4666666666667,1
"191",69.0625,24.21875,6,14.625,39.15625,12.84375,14.375,7.25,3.65625,19.875,2
"214",88.7058823529412,31.8529411764706,5.52941176470588,19.4705882352941,66.5882352941177,16.7352941176471,14.6764705882353,8.32352941176471,4.58823529411765,16.9705882352941,5
"223",80.6129032258064,28.2258064516129,8.45161290322581,15.7096774193548,37.1612903225806,18.9354838709677,13,6.38709677419355,3.7741935483871,15,2
"228",68.4242424242424,24,6.33333333333333,14.0909090909091,41.9090909090909,12.5151515151515,12.9090909090909,6.60606060606061,3.93939393939394,16.9090909090909,2
"231",68.8709677419355,23.7096774193548,6.61290322580645,14.8387096774194,47.4516129032258,13.3870967741935,12.741935483871,6.2258064516129,3.83870967741935,16.7741935483871,1
"232",76.8064516129032,26.9677419354839,8.70967741935484,14.1612903225806,20.8387096774194,14.9677419354839,12.6451612903226,4.58064516129032,2.54838709677419,18.1290322580645,1
"238",74.1428571428571,27.0857142857143,6.14285714285714,13.8285714285714,45.4857142857143,15.9142857142857,12.2,6.8,3.28571428571429,16.1714285714286,2
"240",74.1,25.6333333333333,9.03333333333333,13.8,34.7,15.7333333333333,14.6666666666667,6.8,3.36666666666667,17.9333333333333,1
"245",68.71875,23.34375,7.375,14.65625,39.21875,13.375,12.90625,8.5,4.28125,19.59375,2
"260",65,23.6666666666667,4.84848484848485,12.8181818181818,38.5757575757576,13.1212121212121,14.8484848484848,6.81818181818182,3.12121212121212,17.2424242424242,2
"273",76.8125,27.5625,7,14.6875,48.125,14.5,11.09375,9.4375,3.59375,15.4375,2
"275",75.6129032258064,25.6129032258065,6.67741935483871,17.7096774193548,45.5161290322581,15.5806451612903,13.9032258064516,6.09677419354839,3,17.0322580645161,1
"286",73.3333333333333,25.3030303030303,7.3030303030303,15.4242424242424,35.8484848484849,14.8787878787879,12.7272727272727,7.21212121212121,4.66666666666667,17.3939393939394,1
"288",75.8333333333333,26.4666666666667,7.86666666666667,15.0333333333333,49.4333333333333,14.5,13.4666666666667,7.3,5.2,17.1333333333333,1
"290",70.6666666666667,24.8484848484848,5.39393939393939,15.5757575757576,40.3030303030303,14.2121212121212,12.2727272727273,4.36363636363636,5.18181818181818,17.1515151515152,3
"296",72.6060606060606,25.3333333333333,7.87878787878788,14.0606060606061,43.0909090909091,15.0606060606061,12.7575757575758,6.27272727272727,4.42424242424242,17.8484848484848,1
"297",82.40625,29.03125,9.03125,15.3125,53.09375,17.875,12.90625,9.15625,3.3125,20.75,3
"300",74.8484848484848,26.8484848484848,7.72727272727273,13.4242424242424,56.3030303030303,12.6666666666667,9.24242424242424,5.96969696969697,5.03030303030303,16.4545454545455,4
"301",71.1212121212121,25.2424242424242,5.84848484848485,14.7878787878788,46.6363636363636,13.3333333333333,12.6363636363636,4.60606060606061,4.21212121212121,17,2
"317",74.030303030303,26.5454545454545,5.3030303030303,15.6363636363636,54.1515151515151,14.3939393939394,12.3030303030303,7.45454545454545,3.63636363636364,14.3636363636364,5
"320",74.8709677419355,26.5806451612903,7.32258064516129,14.3870967741935,47.0645161290323,15.2903225806452,9.67741935483871,5.93548387096774,3.45161290322581,16.258064516129,1
"324",69.25,23.9375,7.5625,13.8125,54.8125,14.53125,10.625,7.65625,2.84375,17.125,2
"325",69.0625,24.96875,5.5625,13.5625,42.5,12.40625,14.71875,5.6875,4.40625,15.75,1
"326",72.5,25.6428571428571,5.92857142857143,15.2857142857143,41.7142857142857,13.25,17.3928571428571,6.25,2.46428571428571,20.2857142857143,1
"335",80.5757575757576,27.3636363636364,9.06060606060606,16.7878787878788,55.0909090909091,18,14.4848484848485,6,3.57575757575758,18.2121212121212,1
"337",72.84375,24.84375,7.0625,16.09375,43.09375,13.6875,14.21875,8.09375,2.90625,20.78125,3
"343",76.6129032258064,27.3225806451613,7.2258064516129,14.741935483871,51.6451612903226,12.5806451612903,13.9677419354839,7.64516129032258,3.64516129032258,21.0967741935484,3
"350",67.0625,23.25,6.375,14.1875,35.03125,13.6875,10.34375,6.25,2.875,15.3125,3
