"","avgScore03","avgFG03","avgTP03","avgFT03","avgRB03","avgASS03","avgTO03","avgSTL03","avgBL03","avgPF03","GP03"
"4",69.2857142857143,24.0357142857143,6.35714285714286,14.8571428571429,38.8571428571429,12.1071428571429,13.2857142857143,6.60714285714286,3.78571428571429,18.0357142857143,1
"12",85.2142857142857,30.3214285714286,7.03571428571429,17.5357142857143,68.6428571428571,17.6428571428571,14.7857142857143,8.46428571428571,4.21428571428571,17.75,4
"13",75.9655172413793,27.2068965517241,4,17.551724137931,35.0689655172414,15.551724137931,14,5.20689655172414,4.24137931034483,19.4137931034483,2
"20",70.1,25.7,5.63333333333333,13.0666666666667,35.6333333333333,13.4,15.9,8.03333333333333,4.96666666666667,16.3666666666667,3
"22",69.7037037037037,23.5555555555556,6,16.5925925925926,50.4074074074074,13.4074074074074,15.2222222222222,7.03703703703704,4.66666666666667,18.6666666666667,1
"39",68.5862068965517,24.0689655172414,8.48275862068965,11.9655172413793,46.7931034482759,12.9655172413793,10.4137931034483,6.3448275862069,1.86206896551724,16.0689655172414,3
"40",72.4516129032258,24.0322580645161,6.19354838709677,18.1935483870968,44.9677419354839,13.4193548387097,13.741935483871,6.93548387096774,2.51612903225806,21.4193548387097,1
"41",79.3448275862069,26.6206896551724,6.82758620689655,19.2758620689655,45.6896551724138,15.6206896551724,18.2413793103448,7.10344827586207,4,20.9655172413793,2
"43",74.4827586206897,27.3448275862069,6.41379310344828,13.3793103448276,48.2413793103448,16,14.1724137931034,6.55172413793103,2.79310344827586,17.1034482758621,2
"53",67.3214285714286,22.8928571428571,6.67857142857143,14.8571428571429,38,12.2857142857143,10.6071428571429,5.17857142857143,4.25,18.9642857142857,1
"60",75.5161290322581,27.1935483870968,4.96774193548387,16.1612903225806,40.5806451612903,13.3870967741935,14,6.12903225806452,6.64516129032258,17.7096774193548,1
"61",74,26.4,4.2,17,29.5333333333333,15.5,16.1333333333333,5.33333333333333,4.23333333333333,20.5666666666667,1
"63",80.0333333333333,29.5333333333333,6.06666666666667,14.9,41.9666666666667,15.6333333333333,15.8,5.93333333333333,7.73333333333333,18.4,3
"66",79.2424242424242,28.6969696969697,7.96969696969697,13.8787878787879,57.1515151515151,16.8181818181818,13.3636363636364,8.39393939393939,4.45454545454545,17.2727272727273,1
"73",72.7931034482759,24.4827586206897,7.51724137931035,16.3103448275862,55.4137931034483,15.2068965517241,13.3103448275862,5.37931034482759,2.93103448275862,17.5862068965517,1
