"","avgScore04","avgFG04","avgTP04","avgFT04","avgRB04","avgASS04","avgTO04","avgSTL04","avgBL04","avgPF04","GP04"
"2",60.1785714285714,20.2857142857143,8.46428571428571,11.1428571428571,30.8571428571429,13.25,10.7857142857143,7.78571428571429,2.35714285714286,16.6428571428571,1
"4",72.2068965517241,24.8965517241379,7.13793103448276,15.2758620689655,37.0689655172414,11.8620689655172,13.2758620689655,6.44827586206897,3.10344827586207,18.3448275862069,4
"6",61.4333333333333,20.5666666666667,5.53333333333333,14.7666666666667,28.3333333333333,10.2666666666667,17.2,7.06666666666667,3.13333333333333,18.7,1
"12",87.5172413793103,31.5172413793103,7.37931034482759,17.1034482758621,52.6206896551724,18.8965517241379,14.9655172413793,6.96551724137931,4.55172413793103,16.0689655172414,1
"30",68.75,24.25,3.75,16.5,43.34375,15.90625,13.375,7.03125,3.03125,15.90625,2
"40",72.1851851851852,25.1851851851852,5.37037037037037,16.4444444444444,43.5925925925926,14.6666666666667,14,7.18518518518519,3.25925925925926,19.1111111111111,1
"50",79.3448275862069,27.1379310344828,7.79310344827586,17.2758620689655,48.6551724137931,16.2068965517241,15.3103448275862,8.72413793103448,2.96551724137931,18.8965517241379,1
"53",76.9,27.0333333333333,7.23333333333333,15.6,47.9,16.0333333333333,12.1,7.9,5.06666666666667,19.4333333333333,2
"63",79.0909090909091,30.1212121212121,6.39393939393939,12.4545454545455,60.030303030303,18.2424242424242,13.7878787878788,6.15151515151515,8.72727272727273,16.0606060606061,6
"73",67.96875,23.53125,6.375,14.53125,33.375,14.9375,14.28125,4.53125,2.84375,17.09375,1
"77",70.8666666666667,25.6333333333333,5.1,14.5,32.1333333333333,13.7333333333333,13.4333333333333,5.7,2.36666666666667,17.4,2
"81",79.75,27.5625,7.1875,17.4375,57.6875,14.25,14.1875,9.34375,6.8125,18.71875,5
"86",70.25,24.75,6.17857142857143,14.5714285714286,32.6428571428571,15.7142857142857,15.2142857142857,6.35714285714286,1.5,20.3214285714286,1
"90",77.9310344827586,28.3448275862069,5.96551724137931,15.2758620689655,56.0344827586207,15.3793103448276,16.1724137931034,10.9310344827586,5.58620689655172,16.8620689655172,1
"96",76.9666666666667,26.9333333333333,8.2,14.9,33.5,16.2666666666667,14.6666666666667,6.53333333333333,3.13333333333333,18.8666666666667,1
"97",72.1,23.0666666666667,8.46666666666667,17.5,19.0333333333333,12.7,16.9333333333333,8.33333333333333,1.6,21.9,2
"110",78.0625,27.4375,7.25,15.9375,38.71875,15.78125,15.46875,8.84375,4.84375,21.21875,6
"111",82.3448275862069,29.0344827586207,6.51724137931035,17.7586206896552,61.0689655172414,18.2068965517241,13.551724137931,6.27586206896552,3.79310344827586,15.9310344827586,2
"127",70,25.4838709677419,5,14.0322580645161,39.3225806451613,14.7741935483871,12.5806451612903,7.67741935483871,2.74193548387097,17.6451612903226,1
"128",72.5333333333333,26.6333333333333,6.9,12.3666666666667,42.4666666666667,16.7666666666667,12.5666666666667,6.83333333333333,3.8,19.1,3
"142",74.8571428571429,26.9285714285714,5.75,15.25,52.3214285714286,17.25,14.4285714285714,6.89285714285714,4.92857142857143,20.4642857142857,4
"146",73.1333333333333,26.6666666666667,6.2,13.6,54.6333333333333,15.6,14.5,7.9,3.36666666666667,18.4333333333333,2
"150",65.8571428571429,22.75,6.14285714285714,14.2142857142857,39.5714285714286,12.5,14.6428571428571,7.17857142857143,3.32142857142857,18.8571428571429,1
"151",68.741935483871,24.7096774193548,6.03225806451613,13.2903225806452,39.258064516129,13.7741935483871,15.8064516129032,8.7741935483871,3.32258064516129,19.4193548387097,1
